order_id,customer_id,product_id,order_date,quantity,amount,status
10384,94,30,2024-02-16,1,47.31,completed
10385,74,18,2024-02-16,3,17.46,completed
10386,260,8,2024-02-16,3,122.97,completed
10387,221,29,2024-02-16,2,85.82,cancelled
10388,255,29,2024-02-16,3,125.02,cancelled
10389,61,4,2024-02-16,3,1750.92,completed
10390,418,25,2024-02-16,1,58.02,completed
10391,397,20,2024-02-16,4,66.21,completed
10392,258,13,2024-02-16,3,159.09,completed
10393,97,26,2024-02-16,4,130.51,completed
10394,10,4,2024-02-17,2,1111.04,cancelled
10395,142,5,2024-02-17,1,134.88,completed
10396,294,16,2024-02-17,3,68.91,returned
10397,366,20,2024-02-17,2,35.15,completed
10398,10,15,2024-02-18,1,121.95,returned
10399,439,2,2024-02-18,4,1597.05,completed
10400,340,4,2024-02-18,2,1095.66,completed
10401,480,1,2024-02-18,2,1485.5,cancelled
10402,23,20,2024-02-18,3,51.17,returned
10403,273,6,2024-02-18,2,440.67,completed
10404,273,10,2024-02-18,3,510.08,returned
10405,225,22,2024-02-19,2,42.74,cancelled
10406,76,3,2024-02-19,1,813.11,cancelled
10407,492,25,2024-02-19,2,114.59,cancelled
10408,277,11,2024-02-19,1,25.82,cancelled
10409,266,8,2024-02-19,1,39.76,cancelled
10410,376,22,2024-02-19,3,60.19,completed
10411,191,7,2024-02-19,4,464.39,returned
10412,124,13,2024-02-19,4,200.44,cancelled
10413,163,22,2024-02-19,3,62.45,returned
10414,439,18,2024-02-20,1,5.93,returned
10415,181,23,2024-02-20,1,11.34,cancelled
10416,157,18,2024-02-20,2,11.71,completed
10417,277,1,2024-02-20,2,1402.27,completed
10418,133,14,2024-02-20,1,135.44,completed
10419,194,29,2024-02-20,1,43.34,returned
10420,23,13,2024-02-20,2,105.07,completed
10421,390,10,2024-02-20,4,659.7,completed
10422,167,13,2024-02-20,2,100.29,returned
10423,19,5,2024-02-20,2,282.19,completed
10424,101,22,2024-02-20,4,86.92,completed
10425,139,6,2024-02-21,4,809.16,cancelled
10426,23,22,2024-02-21,4,85.33,completed
10427,213,2,2024-02-21,1,416.72,cancelled
10428,215,21,2024-02-21,4,315.07,completed
10429,80,25,2024-02-21,1,58.96,completed
10430,394,17,2024-02-21,4,57.4,cancelled
10431,123,28,2024-02-21,3,97.07,completed
10432,109,20,2024-02-21,4,68.39,completed
10433,70,8,2024-02-21,4,173.08,completed
10434,345,13,2024-02-22,3,158.58,completed
10435,3,15,2024-02-22,4,523.66,completed
10436,112,17,2024-02-22,3,42.21,cancelled
10437,30,7,2024-02-22,3,349.75,returned
10438,142,3,2024-02-22,2,1598.75,completed
10439,447,13,2024-02-22,4,202.01,completed
10440,285,15,2024-02-22,3,370.08,cancelled
10441,159,7,2024-02-22,4,490.04,returned
10442,334,20,2024-02-22,1,17.57,completed
10443,101,27,2024-02-22,1,62.05,completed
10444,3,20,2024-02-22,4,71.0,returned
10445,20,6,2024-02-22,4,861.31,returned
10446,10,20,2024-02-22,3,49.0,completed
10447,9,3,2024-02-22,3,2524.53,completed
10448,405,14,2024-02-23,1,134.71,returned
10449,322,11,2024-02-23,3,80.69,returned
10450,141,17,2024-02-23,3,40.25,completed
10451,97,8,2024-02-23,1,42.73,returned
10452,23,30,2024-02-23,3,139.23,completed
10453,10,11,2024-02-23,3,81.71,completed
10454,225,2,2024-02-23,3,1199.78,completed
10455,385,8,2024-02-23,1,40.42,cancelled
10456,339,14,2024-02-23,4,550.37,completed
10457,339,20,2024-02-23,3,53.36,completed
10458,29,7,2024-02-23,1,114.84,cancelled
10459,336,15,2024-02-24,1,127.5,cancelled
10460,3,13,2024-02-24,1,52.22,completed
10461,195,20,2024-02-24,4,68.0,returned
10462,10,18,2024-02-24,1,5.93,completed
10463,309,21,2024-02-24,1,78.92,completed
10464,79,29,2024-02-24,1,43.58,cancelled
10465,347,6,2024-02-24,4,800.77,completed
10466,109,26,2024-02-25,3,98.11,completed
10467,59,28,2024-02-25,4,129.28,cancelled
10468,151,17,2024-02-25,1,13.43,completed
10469,106,17,2024-02-25,2,27.45,completed
10470,101,7,2024-02-25,1,123.79,cancelled
10471,17,18,2024-02-25,1,5.52,returned
10472,222,19,2024-02-25,1,25.64,returned
10473,278,6,2024-02-25,1,218.61,completed
10474,25,7,2024-02-26,1,114.81,returned
10475,253,17,2024-02-26,4,56.96,completed
10476,159,27,2024-02-26,2,123.9,cancelled
10477,94,13,2024-02-26,3,161.97,completed
10478,108,9,2024-02-26,2,86.83,completed
10479,270,21,2024-02-26,3,235.42,completed
10480,141,28,2024-02-26,4,124.97,cancelled
10481,255,5,2024-02-26,2,270.55,cancelled
10482,297,22,2024-02-26,1,21.06,completed
10483,241,24,2024-02-26,1,36.91,returned
10484,181,15,2024-02-26,3,376.5,completed
10485,438,29,2024-02-27,4,169.99,cancelled
10486,271,26,2024-02-27,3,99.42,completed
10487,361,16,2024-02-27,3,64.0,returned
10488,333,6,2024-02-27,4,861.43,completed
10489,478,5,2024-02-27,4,557.71,cancelled
10490,28,15,2024-02-27,1,128.86,cancelled
10491,186,3,2024-02-27,1,847.7,returned
10492,10,4,2024-02-27,1,556.42,cancelled
10493,187,4,2024-02-27,3,1793.99,completed
10494,66,10,2024-02-27,4,663.37,completed
10495,188,26,2024-02-28,3,98.65,returned
10496,3,1,2024-02-28,1,700.94,cancelled
10497,372,21,2024-02-28,4,316.76,completed
10498,129,28,2024-02-28,3,90.73,returned
10499,367,27,2024-02-28,1,60.24,completed
10500,370,28,2024-02-28,4,126.79,cancelled
10501,480,11,2024-02-28,2,56.66,returned
10502,220,11,2024-02-28,3,83.03,completed
10503,103,4,2024-02-28,4,2238.42,cancelled
10504,10,14,2024-02-28,4,535.64,cancelled
10505,351,22,2024-02-28,2,41.01,cancelled
10506,309,6,2024-02-28,3,643.35,cancelled
10507,374,26,2024-02-28,3,96.21,returned
10508,4,23,2024-02-28,4,41.76,completed
10509,66,25,2024-02-28,4,217.26,completed
10510,10,5,2024-02-29,2,278.74,completed
10511,244,26,2024-02-29,1,33.21,cancelled
10512,248,29,2024-02-29,3,122.01,completed
10513,298,25,2024-02-29,4,229.8,cancelled
10514,13,17,2024-02-29,1,14.59,completed
10515,182,6,2024-02-29,4,870.52,completed
10516,365,21,2024-02-29,3,236.28,cancelled
10517,95,11,2024-02-29,4,104.46,cancelled
10518,33,17,2024-02-29,4,57.58,returned
10519,10,8,2024-02-29,4,163.73,completed
10520,24,11,2024-02-29,3,78.91,completed
10521,242,27,2024-02-29,2,121.13,completed
10522,255,15,2024-02-29,2,250.56,cancelled
10523,214,28,2024-03-01,2,61.82,returned
10524,496,23,2024-03-01,4,44.96,cancelled
10525,289,17,2024-03-01,4,53.74,completed
10526,225,9,2024-03-01,2,89.25,cancelled
10527,217,1,2024-03-01,3,2101.77,completed
10528,398,15,2024-03-01,4,512.02,completed
10529,10,6,2024-03-01,1,220.1,completed
10530,67,13,2024-03-02,2,100.94,completed
10531,390,29,2024-03-02,2,88.35,completed
10532,88,24,2024-03-02,4,140.12,completed
10533,10,12,2024-03-02,3,267.64,completed
10534,390,8,2024-03-02,2,79.42,completed
10535,10,2,2024-03-02,1,388.24,completed
10536,31,2,2024-03-02,1,408.79,completed
10537,345,28,2024-03-02,4,120.74,completed
10538,204,24,2024-03-02,2,73.62,cancelled
10539,29,19,2024-03-02,2,48.14,returned
10540,12,16,2024-03-02,3,67.7,completed
10541,369,28,2024-03-02,1,32.47,returned
10542,390,25,2024-03-02,1,57.94,completed
10543,365,8,2024-03-02,3,125.48,returned
10544,404,3,2024-03-03,4,3387.5,cancelled
10545,19,11,2024-03-03,4,104.47,completed
10546,494,25,2024-03-03,2,108.57,returned
10547,297,6,2024-03-03,3,658.44,cancelled
10548,273,20,2024-03-03,3,48.99,completed
10549,98,5,2024-03-03,2,284.89,returned
10550,322,28,2024-03-03,2,61.47,cancelled
10551,454,26,2024-03-03,2,66.0,completed
10552,345,30,2024-03-03,2,93.52,cancelled
10553,28,20,2024-03-04,4,69.21,completed
10554,260,8,2024-03-04,3,127.95,completed
10555,98,11,2024-03-04,1,27.09,completed
10556,188,27,2024-03-04,4,246.57,completed
10557,485,12,2024-03-04,2,188.96,completed
10558,174,4,2024-03-04,4,2258.11,completed
10559,371,13,2024-03-04,4,214.84,completed
10560,42,5,2024-03-04,4,576.29,completed
10561,476,13,2024-03-05,2,101.18,cancelled
10562,66,9,2024-03-05,1,44.28,cancelled
10563,453,28,2024-03-05,2,65.92,returned
10564,10,6,2024-03-05,4,825.76,completed
10565,164,5,2024-03-05,1,137.74,completed
10566,390,18,2024-03-05,2,11.57,completed
10567,288,12,2024-03-06,2,177.73,completed
10568,454,16,2024-03-06,2,42.65,returned
10569,390,22,2024-03-06,2,42.33,completed
10570,422,16,2024-03-06,2,46.1,returned
10571,194,5,2024-03-06,4,579.38,returned
10572,94,30,2024-03-06,3,134.91,completed
10573,404,24,2024-03-06,1,36.33,completed
10574,413,27,2024-03-06,3,192.2,returned
10575,45,17,2024-03-06,2,29.35,completed
10576,57,18,2024-03-06,3,17.11,completed
10577,158,12,2024-03-06,4,367.74,completed
10578,273,5,2024-03-06,3,428.15,completed
10579,38,2,2024-03-06,1,420.68,completed
10580,181,6,2024-03-06,3,618.02,cancelled
10581,312,12,2024-03-07,4,370.73,cancelled
10582,40,13,2024-03-07,2,107.34,completed
10583,182,2,2024-03-07,3,1216.9,cancelled
10584,345,16,2024-03-07,2,45.67,completed
10585,477,28,2024-03-07,2,60.3,completed
10586,384,16,2024-03-07,1,22.17,cancelled
10587,277,14,2024-03-07,4,524.16,cancelled
10588,124,14,2024-03-08,4,514.56,returned
10589,427,1,2024-03-08,3,2125.4,returned
10590,6,8,2024-03-08,4,175.3,completed
10591,449,15,2024-03-08,1,132.42,cancelled
10592,314,26,2024-03-08,4,126.89,cancelled
